Código do Município;Município;Estado;Ano de Referência;Código do Prestador;Prestador;Sigla do Prestador;Abrangência;Tipo de Serviço;Natureza Jurídica;G05A - Quantidade total de municípios atendidos com abastecimento de água;G05B - Quantidade total de municípios atendidos com esgotamento sanitário;G06A - População urbana residente do(s) município(s) com abastecimento de água;G06B - População urbana residente do(s) município(s) com esgotamento sanitário;G12A - População total residente do(s) município(s) com abastecimento de água, segundo o IBGE;G12B - População total residente do(s) município(s) com esgotamento sanitário, segundo o IBGE;GE001 - Quantidade de municípios atendidos com abastecimento de água com delegação em vigor;GE002 - Quantidade de municípios atendidos com abastecimento de água com delegação vencida;GE003 - Quantidade de municípios atendidos com abastecimento de água sem delegação;GE005 - Quantidade total de municípios atendidos;GE008 - Quantidade de Sedes municipais atendidas com abastecimento de água;GE009 - Quantidade de Sedes municipais atendidas com esgotamento sanitário;GE010 - Quantidade de Localidades (excluídas as sedes) atendidas com abastecimento de água;GE011 - Quantidade de Localidades (excluídas as sedes) atendidas com esgotamento sanitário;GE014 - Quantidade de municípios atendidos com esgotamento sanitário com delegação em vigor;GE015 - Quantidade de municípios atendidos com esgotamento sanitário com delegação vencida;GE016 - Quantidade de municípios atendidos com esgotamento sanitário sem delegação;GE017 - Ano de vencimento da delegação de abastecimento de água;GE018 - Ano de vencimento da delegação de esgotamento sanitário;GE025 - Quantidade de municípios não atendidos com abastecimento de água, mas com delegação em vigor;GE026 - Quantidade de municípios não atendidos com abastecimento de água, mas com delegação vencida para prestar esses serviços;GE028 - Quantidade de municípios não atendidos com esgotamento sanitário, mas com delegação em vigor para prestar esses serviços;GE029 - Quantidade de municípios não atendidos com esgotamento sanitário, mas com delegação vencida para prestar esses serviços;AG001 - População total atendida com abastecimento de água;AG001A - População total atendida com abastecimento de água no ano anterior ao de referência.;AG002 - Quantidade de ligações ativas de água;AG002A - Quantidade de ligações ativas de água no ano anterior ao de referência.;AG003 - Quantidade de economias ativas de água;AG003A - Quantidade de economias ativas de água no ano anterior ao de referência.;AG004 - Quantidade de ligações ativas de água micromedidas;AG004A - Quantidade de ligações ativas de água micromedidas no ano anterior ao de referência.;AG005 - Extensão da rede de água;AG005A - Extensão da rede de água no ano anterior ao de referência.;AG006 - Volume de água produzido;AG007 - Volume de água tratada em ETAs;AG008 - Volume de água micromedido;AG010 - Volume de água consumido;AG011 - Volume de água faturado;AG012 - Volume de água macromedido;AG013 - Quantidade de economias residenciais ativas de água;AG013A - Quantidade de economias residenciais ativas de água no ano anterior ao de referência.;AG014 - Quantidade de economias ativas de água micromedidas;AG014A - Quantidade de economias ativas de água micromedidas no ano anterior ao de referência.;AG015 - Volume de água tratada por simples desinfecção;AG016 - Volume de água bruta importado;AG017 - Volume de água bruta exportado;AG018 - Volume de água tratada importado;AG019 - Volume de água tratada exportado;AG020 - Volume micromedido nas economias residenciais ativas de água;AG021 - Quantidade de ligações totais de água;AG021A - Quantidade de ligações totais de água no ano anterior ao de referência.;AG022 - Quantidade de economias residenciais ativas de água micromedidas;AG022A - Quantidade de economias residenciais ativas de água micromedidas no ano anterior ao de referência.;AG024 - Volume de serviço;AG025A - População rural atendida com abastecimento de água no ano anterior ao de referência.;AG026 - População urbana atendida com abastecimento de água;AG026A - População urbana atendida com abastecimento de água no ano anterior ao de referência.;AG027 - Volume de água fluoretada;AG028 - Consumo total de energia elétrica nos sistemas de água;BL001 - Ativo circulante;BL002 - Ativo total;BL003 - Exigível a longo prazo;BL004 - Lucro líquido com depreciação;BL005 - Passivo circulante;BL006 - Patrimônio líquido;BL007 - Receita operacional;BL008 - Resultado de exercícios futuros;BL009 - Resultado operacional com depreciação;BL010 - Realizável a longo prazo;BL011 - Lucro líquido sem depreciação;BL012 - Resultado operacional sem depreciação;ES001 - População total atendida com esgotamento sanitário;ES001A - População total atendida com esgotamento sanitário no ano anterior ao de referência.;ES002 - Quantidade de ligações ativas de esgotos;ES002A - Quantidade de ligações ativas de esgoto no ano anterior ao de referência.;ES003 - Quantidade de economias ativas de esgotos;ES003A - Quantidade de economias ativas de esgoto no ano anterior ao de referência.;ES004 - Extensão da rede de esgotos;ES004A - Extensão da rede de esgoto no ano anterior ao de referência.;ES005 - Volume de esgotos coletado;ES006 - Volume de esgotos tratado;ES007 - Volume de esgotos faturado;ES008 - Quantidade de economias residenciais ativas de esgotos;ES008A - Quantidade de economias residenciais ativas de esgoto no ano anterior ao de referência.;ES009 - Quantidade de ligações totais de esgotos;ES009A - Quantidade de ligações totais de esgoto no ano anterior ao de referência.;ES012 - Volume de esgoto bruto exportado;ES013 - Volume de esgotos bruto importado;ES014 - Volume de esgoto importado tratado nas instalações do importador;ES015 - Volume de esgoto bruto exportado tratado nas instalações do importador;ES025A - População rural atendida com esgotamento sanitário no ano anterior ao de referência.;ES026 - População urbana atendida com esgotamento sanitário;ES026A - População urbana atendida com esgotamento sanitário no ano anterior ao de referência.;ES028 - Consumo total de energia elétrica nos sistemas de esgotos;FN001 - Receita operacional direta total;FN002 - Receita operacional direta de água;FN003 - Receita operacional direta de esgoto;FN004 - Receita operacional indireta;FN005 - Receita operacional total (direta + indireta);FN006 - Arrecadação total;FN007 - Receita operacional direta de água exportada (bruta ou tratada);FN008 - Créditos de contas a receber;FN008A - Crédito de contas a receber no ano anterior ao de referência.;FN010 - Despesa com pessoal próprio;FN011 - Despesa com produtos químicos;FN013 - Despesa com energia elétrica;FN014 - Despesa com serviços de terceiros;FN015 - Despesas de Exploração (DEX), sendo FN015 = FN010 + FN011 + FN013 + FN014 + FN020 + FN039 + FN021 + FN027;FN016 - Despesas com juros e encargos do serviço da dívida;FN017 - Despesas totais com os serviços (DTS), sendo FN017 = FN015 + FN016 + FN019 + FN022 + FN028;FN018 - Despesas capitalizáveis realizadas pelo prestador de serviços;FN019 - Despesas com depreciação, amortização do ativo diferido e provisão para devedores duvidosos;FN020 - Despesa com água importada (bruta ou tratada);FN021 - Despesas fiscais ou tributárias computadas na DEX;FN022 - Despesas fiscais ou tributárias não computadas na DEX;FN023 - Investimento realizado em abastecimento de água pelo prestador de serviços;FN024 - Investimento realizado em esgotamento sanitário pelo prestador de serviços;FN025 - Outros investimentos realizados pelo prestador de serviços;FN026 - Quantidade total de empregados próprios;FN026A - Quantidade total de empregados próprios no ano anterior ao de referência.;FN027 - Outras despesas de exploração;FN028 - Outras despesas com os serviços;FN030 - Investimento com recursos próprios realizado pelo prestador de serviços.;FN031 - Investimento com recursos onerosos realizado pelo prestador de serviços.;FN032 - Investimento com recursos não onerosos realizado pelo prestador de serviços.;FN033 - Investimentos totais realizados pelo prestador de serviços;FN034 - Despesas com amortizações do serviço da dívida;FN035 - Despesas com juros e encargos do serviço da dívida, exceto variações monetária e cambial;FN036 - Despesa com variações monetárias e cambiais das dívidas;FN037 - Despesas totais com o serviço da dívida;FN038 - Receita operacional direta - esgoto bruto importado;FN039 - Despesa com esgoto exportado;FN041 - Despesas capitalizáveis realizadas pelo(s) município(s);FN042 - Investimento realizado em abastecimento de água pelo(s) município(s);FN043 - Investimento realizado em esgotamento sanitário pelo(s) município(s);FN044 - Outros investimentos realizados pelo(s) município(s);FN045 - Investimento com recursos próprios realizado pelo(s) município(s);FN046 - Investimento com recursos onerosos realizado pelo(s) município(s);FN047 - Investimento com recursos não onerosos realizado pelo(s) município(s);FN048 - Investimentos totais realizados pelo(s) município(s);FN051 - Despesas capitalizáveis realizadas pelo estado;FN052 - Investimento realizado em abastecimento de água pelo estado;FN053 - Investimento realizado em esgotamento sanitário pelo estado;FN054 - Outros investimentos realizados pelo estado;FN055 - Investimento com recursos próprios realizado pelo estado;FN056 - Investimento com recursos onerosos realizado pelo estado;FN057 - Investimento com recursos não onerosos realizado pelo estado;FN058 - Investimentos totais realizados pelo estado;IN001 - Densidade de economias de água por ligação;IN002 - Índice de produtividade: economias ativas por pessoal próprio;IN003 - Despesa total com os serviços por m3 faturado;IN004 - Tarifa média praticada;IN005 - Tarifa média de água;IN006 - Tarifa média de esgoto;IN007 - Incidência da desp. de pessoal e de serv. de terc. nas despesas totais com os serviços;IN008 - Despesa média anual por empregado;IN009 - Índice de hidrometração;IN010 - Índice de micromedição relativo ao volume disponibilizado;IN011 - Índice de macromedição;IN012 - Indicador de desempenho financeiro;IN013 - Índice de perdas faturamento;IN014 - Consumo micromedido por economia;IN015 - Índice de coleta de esgoto;IN016 - Índice de tratamento de esgoto;IN017 - Consumo de água faturado por economia;IN018 - Quantidade equivalente de pessoal total;IN019 - Índice de produtividade: economias ativas por pessoal total (equivalente);IN020 - Extensão da rede de água por ligação;IN021 - Extensão da rede de esgoto por ligação;IN022 - Consumo médio percapita de água;IN023 - Índice de atendimento urbano de água;IN024 - Índice de atendimento urbano de esgoto referido aos municípios atendidos com água;IN025 - Volume de água disponibilizado por economia;IN026 - Despesa de exploração por m3 faturado;IN027 - Despesa de exploração por economia;IN028 - Índice de faturamento de água;IN029 - Índice de evasão de receitas;IN030 - Margem da despesa de exploração;IN031 - Margem da despesa com pessoal próprio;IN032 - Margem da despesa com pessoal total (equivalente);IN033 - Margem do serviço da divida;IN034 - Margem das outras despesas de exploração;IN035 - Participação da despesa com pessoal próprio nas despesas de exploração;IN036 - Participação da despesa com pessoal total (equivalente) nas despesas de exploração;IN037 - Participação da despesa com energia elétrica nas despesas de exploração;IN038 - Participação da despesa com produtos químicos nas despesas de exploração (DEX);IN039 - Participação das outras despesas nas despesas de exploração;IN040 - Participação da receita operacional direta de água na receita operacional total;IN041 - Participação da receita operacional direta de esgoto na receita operacional total;IN042 - Participação da receita operacional indireta na receita operacional total;IN043 - Participação das economias residenciais de água no total das economias de água;IN044 - Índice de micromedição relativo ao consumo;IN045 - Índice de produtividade: empregados próprios por 1000 ligações de água;IN046 - Índice de esgoto tratado referido à água consumida;IN047 - Índice de atendimento urbano de esgoto referido aos municípios atendidos com esgoto;IN048 - Índice de produtividade: empregados próprios por 1000 ligações de água + esgoto;IN049 - Índice de perdas na distribuição;IN050 - Índice bruto de perdas lineares;IN051 - Índice de perdas por ligação;IN052 - Índice de consumo de água;IN053 - Consumo médio de água por economia;IN054 - Dias de faturamento comprometidos com contas a receber;IN055 - Índice de atendimento total de água;IN056 - Índice de atendimento total de esgoto referido aos municípios atendidos com água;IN057 - Índice de fluoretação de água;IN058 - Índice de consumo de energia elétrica em sistemas de abastecimento de água;IN059 - Índice de consumo de energia elétrica em sistemas de esgotamento sanitário;IN060 - Índice de despesas por consumo de energia elétrica nos sistemas de água e esgotos;IN061 - Liquidez corrente;IN062 - Liquidez geral;IN063 - Grau de endividamento;IN064 - Margem operacional com depreciação;IN065 - Margem líquida com depreciação;IN066 - Retorno sobre o patrimônio líquido;IN067 - Composição de exigibilidades;IN068 - Margem operacional sem depreciação;IN069 - Margem líquida sem depreciação;IN101 - Índice de suficiência de caixa;IN102 - Índice de produtividade de pessoal total (equivalente)
510020;Água Boa;MT;2022;51002011;Prefeitura Municipal de Água Boa;DEMAE;Local;Água e Esgoto;Administração pública direta;1;1;;;29.219;29.219;;;;1;1;1;4;0;;;;;;;;;;24.746;21.938;8.839;8.558;8.839;8.558;8.839;8.558;190;180;4.000,00;2.500,00;2.600,00;2.600,00;2.600,00;0;;;8.839;8.558;1.500,00;;0;0;0;2.600,00;10.088;9.530;;;;;;21.438;0;;;;;;;;;;;;;;450;450;255;235;255;235;26,11;17,11;50;50;50;117;103;270;265;0;0;0;0;;;450;;6.819.717,67;6.659.744,05;159.973,62;342.373,96;7.162.091,63;6.812.630,21;0;;;1.454.208,64;66.286,40;1.187.996,55;1.324.400,52;4.032.892,11;0;4.032.892,11;;0;0;0;0;;;;26;24;0;0;;;;;0;0;0;0;0;0;0;0;920.137,46;800.000,00;800.000,00;0;920.137,46;1.720.137,46;0;0;0;0;0;0;0;0;1;357,74;1,52;2,57;2,56;3,2;68,9;58.168,35;100;65;0;169,1;35;24,91;1,92;100;24,91;47,77;187,23;18,86;80,79;305,17;;;38,32;1,52;450,93;65;4,88;59,14;21,32;40,74;0;0;36,06;68,9;29,46;1,64;0;92,99;2,23;4,78;;100;2,87;1,92;;2,8;35;20,73;440,95;65;24,91;;84,69;1,54;0;;;;;;;;;;;;;168,93;187,23
510020;Água Boa;MT;2021;51002011;Prefeitura Municipal de Água Boa;DEMAE;Local;Água e Esgoto;Administração pública direta;1;1;21.438;21.438;26.679;26.679;;;;1;1;1;4;0;;;;;;;;;;21.938;21.656;8.558;8.000;8.558;8.000;8.558;8.000;180;180;3.800,00;2.000,00;2.400,00;2.400,00;2.400,00;0;;7.575;8.558;8.000;1.200,00;;0;0;0;2.400,00;9.530;9.248;;7.575;;;21.438;21.056;0;;;;;;;;;;;;;;450;408;235;230;235;230;17,11;16,29;45;45;45;103;102;265;255;0;0;0;0;;450;408;;6.012.797,30;5.876.282,67;136.514,63;309.699,97;6.322.497,27;5.648.126,26;0;;;1.178.823,88;13.438,00;1.139.853,06;916.638,76;3.248.753,70;0;3.248.753,70;;0;0;0;0;;;;24;24;0;0;;;;;0;0;0;0;0;0;0;0;1.293.286,75;0;;;;1.293.286,75;0;0;0;0;0;0;0;0;1;354,65;1,33;2,46;2,45;3,03;64,5;49.117,66;100;63,16;0;185,08;36,84;24,16;1,87;100;24,16;42,66;199,51;19,17;64,23;301,66;100;2,1;38,25;1,33;381,69;63,16;10,67;54,03;19,61;34,85;0;0;36,29;64,5;35,09;0,41;0;92,94;2,16;4,9;91,5;100;2,9;1,87;2,1;2,82;36,84;21,31;463,29;63,16;24,16;;82,23;1,69;0;;;;;;;;;;;;;173,86;199,51
510020;Água Boa;MT;2020;51002011;Prefeitura Municipal de Água Boa;DEMAE;Local;Água e Esgoto;Administração pública direta;1;1;21.056;21.056;26.204;26.204;;;;1;1;1;4;0;;;;;;;;;;21.656;21.068;8.000;7.732;8.000;7.732;8.000;7.732;180;150;3.500,00;1.800,00;2.200,00;2.200,00;2.200,00;0;7.575;7.144;8.000;7.732;1.000,00;;0;0;0;2.200,00;9.248;8.695;7.575;7.144;;;21.056;20.668;0;;;;;;;;;;;;;;408;450;230;223;230;223;16,29;10,45;43;43;43;102;104;255;250;0;0;0;0;;408;450;;4.875.766,90;4.758.174,47;117.592,43;242.020,94;5.117.787,84;5.209.891,64;0;;;1.014.663,79;50.417,80;925.574,72;1.440.684,99;3.431.341,30;0;3.431.341,30;;0;0;0;0;;;;24;23;0;0;;;;;0;0;0;0;0;0;0;0;1.575.766,36;0;;;;1.575.766,36;0;0;0;0;0;0;0;0;1;344,36;1,53;2,17;2,16;2,73;71,56;43.177,18;100;62,86;0;142,1;37,14;23,31;1,95;100;23,31;56,87;142,31;18,39;52,95;282,16;100;1,94;37,08;1,53;424,01;62,86;-1,8;70,38;20,81;50,36;0;0;29,57;71,56;26,97;1,47;0;92,97;2,3;4,73;93,56;100;2,99;1,95;1,94;2,9;37,14;21,59;452,79;62,86;23,31;;82,64;1,56;0;;;;;;;;;;;;;151,83;142,31
510020;Água Boa;MT;2019;51002011;Prefeitura Municipal de Água Boa;DEMAE;Local;Água e Esgoto;Administração pública direta;1;1;20.668;20.668;25.721;25.721;;;;1;1;1;4;0;;;;;;;;;;21.068;20.370;7.732;8.100;7.732;8.100;7.732;8.100;150;133;2.980,00;1.600,00;1.950,00;1.950,00;1.950,00;0;7.144;8.100;7.732;8.100;960;;0;0;0;1.950,00;8.695;8.605;7.144;8.100;;;20.668;20.070;0;;;;;;;;;;;;;;450;420;223;254;223;254;10,45;10,3;42,5;42,5;42,5;104;254;250;380;0;0;0;0;;450;420;;5.004.579,93;4.872.217,25;132.362,68;191.866,36;5.196.446,29;4.644.434,41;0;;;908.314,26;20.614,00;836.902,56;206.024,47;1.971.855,29;0;1.971.855,29;;;0;0;0;;;;23;24;0;;;;;;0;0;0;0;0;0;0;0;834.358,00;0;;;;834.358,00;0;0;0;0;0;0;0;0;1;347;0,99;2,51;2,5;3,11;56,51;38.651,67;100;65,44;0;253,8;34,56;20,53;2,18;100;20,53;28,83;282,84;16,36;32,94;257,85;100;2,18;31,37;0,99;241,81;65,44;10,62;39,4;18,15;22,27;0;0;46,06;56,51;42,44;1,05;0;93,76;2,55;3,69;96,29;100;2,97;2,18;2,18;2,88;34,56;19,94;356,48;65,44;20,53;;81,91;1,75;0;;;;;;;;;;;;;235,54;282,84
510020;Água Boa;MT;2018;51002011;Prefeitura Municipal de Água Boa;DEMAE;Local;Água e Esgoto;Administração pública direta;1;1;20.273;20.273;25.229;25.229;;;;1;1;1;4;0;;;;;;;;;;20.370;20.288;8.100;7.900;8.100;8.315;8.100;7.900;133;130;2.900,00;1.560,00;1.850,00;1.850,00;1.850,00;0;8.100;;8.100;8.315;900,5;;0;0;0;1.850,00;8.605;8.315;8.100;;0;;20.070;19.688;0;;;;;;;;;;;;;;420;420;254;245;254;245;10,3;10;42;42;42;254;245;380;380;0;0;0;0;;420;420;;4.297.703,80;4.186.866,11;110.837,69;18.359,36;4.316.063,16;4.186.866,11;0;;;820.457,89;40.816,50;792.597,37;90.385,23;1.744.256,99;0;1.744.256,99;;;0;0;0;;;;24;21;0;;;;;;0;0;0;0;0;0;0;0;573.058,55;0;;;;573.058,55;0;0;0;0;0;0;0;0;1,03;375,87;0,92;2,27;2,26;2,64;52,22;36.464,80;100;63,79;0;246,39;36,21;18,78;2,27;100;18,78;24,98;338,57;15,54;26,71;249,32;99;2,07;29,44;0,92;206,25;63,79;2,99;40,59;19,09;21,19;0;0;47,04;52,22;45,44;2,34;0;97,01;2,57;0,43;98,69;100;2,81;2,27;2,07;2,73;36,21;21,88;359,59;63,79;18,78;;80,74;1,66;0;;;;;;;;;;;;;240,04;330,26
510020;Água Boa;MT;2017;51002011;Prefeitura Municipal de Água Boa;DEMAE;Local;Água e Esgoto;Administração pública direta;1;1;19.688;19.688;24.501;24.501;;;;1;1;1;4;0;;;;;;;;;;20.288;18.500;7.900;7.680;8.315;7.980;7.900;7.500;130;110;2.700,00;1.401,00;1.650,00;1.650,00;1.650,00;0;;7.200;8.315;7.780;711,8;;0;0;0;1.650,00;8.315;7.780;;7.200;0;;19.688;18.500;0;;;;;;;;;;;;;;420;420;245;120;245;140;10;10;48;48;48;245;100;380;380;0;0;0;0;;420;420;;3.271.595,67;3.185.639,35;85.956,32;414.036,57;3.685.632,24;3.271.595,67;0;;;602.865,36;72.986,74;396.541,25;35.625,00;1.143.707,35;0;1.235.698,00;;;0;35.689,00;850;;;;21;20;0;;;;;;0;0;0;0;0;0;0;180.000,00;0;101.000,00;;;;281.000,00;0;0;0;0;0;0;0;0;1,05;406,83;0,73;1,93;1,93;1,79;51,67;29.408,07;98,84;61,11;0;264,76;38,89;17,09;2,91;100;16,88;21,71;384,13;14,91;26,32;233,09;100;2,13;27,62;0,67;137,14;61,11;11,23;34,96;18,43;19,52;0;0;52,71;55,83;34,67;6,38;0;86,43;2,33;11,23;88,37;100;2,63;2,91;2,13;2,57;38,89;23,97;369,28;61,11;16,88;;82,8;1,71;0;;;;;;;;;;;;;285,84;367,2
510020;Água Boa;MT;2016;51002011;Prefeitura Municipal de Água Boa;DEMAE;Local;Água e Esgoto;Administração pública direta;1;1;19.311;19.311;24.032;24.032;;;;1;1;1;3;0;;;;;;;;;;18.500;18.000;7.680;7.126;7.980;7.926;7.500;7.000;110;100;2.400,55;1.359,99;1.500,00;1.500,00;1.500,00;0;7.200;7.009;7.780;7.726;709,56;;0;0;0;1.450,00;7.780;7.726;7.200;7.009;0;;18.500;18.000;0;;;;;;;;;;;;;;420;420;120;120;140;140;10;10;30;0;0;100;100;380;380;0;0;0;0;;420;420;;3.216.258,40;3.129.441,31;86.817,09;86.817,09;3.303.075,49;3.216.258,40;0;;;600.000,00;70.000,00;380.000,00;20.000,00;1.100.000,00;0;1.130.000,00;;;0;30.000,00;700;;;;20;19;0;;;;;;0;0;0;0;0;0;0;160.000,00;0;90.000,00;;;;250.000,00;0;0;0;0;0;0;0;0;1,07;415,03;0,75;2,14;2,09;;54,87;30.769,23;97,93;62,49;0;284,62;37,51;16,12;2;0;15,72;20,15;401,64;13,54;26,32;225,18;95,8;2,17;25,15;0,73;135,92;62,49;2,63;34,2;18,66;19,28;0;0;54,55;56,36;34,55;6,36;0;94,74;2,63;2,63;89,33;100;2,63;0;2,17;2,59;37,51;23,5;333,28;62,49;15,72;;76,98;1,75;0;;;;;;;;;;;;;292,2;373,35
510020;Água Boa;MT;2015;51002011;Prefeitura Municipal de Água Boa;DEMAE;Local;Água e Esgoto;Administração pública direta;1;1;18.925;18.925;23.551;23.551;;;;1;1;1;3;0;;;;;;;;;;18.000;18.000;7.126;7.000;7.926;7.409;7.000;6.800;100;100;2.400,55;1.359,99;1.400,00;1.400,00;1.400,00;0;7.009;6.627;7.726;6.900;709,56;;0;0;0;1.350,00;7.726;7.400;7.009;6.627;0;;18.000;18.000;0;;;;;;;;;;;;;;420;420;120;120;140;140;10;10;30;0;0;100;100;380;380;0;0;0;0;;420;420;;2.906.393,15;2.820.699,40;85.693,75;85.693,75;2.992.086,90;2.906.393,15;0;;;500.000,00;60.000,00;350.000,00;18.000,00;953.000,00;0;985.000,00;;;0;25.000,00;500;;;;19;18;0;;;;;;0;0;0;0;0;0;0;140.000,00;0;70.000,00;;;;210.000,00;0;0;0;0;0;0;0;0;1,09;422,03;0,7;2,08;2,01;;52,59;27.027,03;97,69;58,32;0;295,07;41,68;15,95;2,14;0;15,22;19,17;407,36;13,22;26,32;213,09;95,11;2,22;26,09;0,68;122,06;58,32;2,86;32,79;17,2;17,82;0;0;52,47;54,35;36,73;6,3;0;94,27;2,86;2,86;88,92;100;2,62;0;2,22;2,58;41,68;27,41;388,11;58,32;15,22;;76,43;1,78;0;;;;;;;;;;;;;304,81;374,78
510020;Água Boa;MT;2014;51002011;Prefeitura Municipal de Água Boa;DEMAE;Local;Água e Esgoto;Administração pública direta;1;1;18.528;18.528;23.057;23.057;;;;1;1;1;3;0;;;;;;;;;;18.000;18.000;7.000;6.800;7.409;7.000;6.800;6.750;100;96;2.400,55;1.359,99;1.400,00;1.400,00;1.400,00;0;6.627;6.627;6.900;6.855;709,56;;0;0;0;1.350,00;7.400;6.949;6.627;6.627;0;;18.000;18.000;0;;;;;;;;;;;;;;420;420;120;120;140;140;10;10;30;0;0;100;100;380;380;0;0;0;0;;420;420;;1.962.301,67;1.887.301,67;75.000,00;75.000,00;2.037.301,67;1.962.301,67;0;;;450.000,00;55.000,00;345.000,00;18.000,00;890.000,00;0;975.000,00;;;0;22.000,00;500;;;;18;18;0;;;;;;0;0;0;0;0;0;0;135.000,00;210.000,00;60.000,00;;;;405.000,00;0;0;0;0;0;0;0;0;1,04;408,03;0,7;1,4;1,35;;48;25.000,00;98,19;58,32;0;201,26;41,68;16,96;2,14;0;16,19;18,72;392,33;13,66;26,32;213,09;97,15;2,27;27,77;0,64;121,18;58,32;3,68;45,35;22,93;23,85;0;0;50,56;52,58;38,76;6,18;0;92,64;3,68;3,68;91,98;100;2,61;0;2,27;2,56;41,68;27,97;397,28;58,32;16,19;;78,07;1,82;0;;;;;;;;;;;;;220,36;375
510020;Água Boa;MT;2013;51002011;Prefeitura Municipal de Água Boa;DEMAE;Local;Água e Esgoto;Administração pública direta;1;1;18.119;18.119;22.549;22.549;;;;1;1;1;3;0;;;;;;;;;;18.000;17.500;6.800;5.857;7.000;6.695;6.750;5.757;96;95;2.069,55;1.359,99;1.400,00;1.400,00;1.400,00;0;6.627;6.221;6.855;6.495;709,56;;0;0;0;1.350,00;6.949;6.657;6.627;6.221;0;;18.000;17.500;0;;;;;;;;;;;;;;420;420;120;120;140;140;10;10;30;0;0;100;100;380;380;0;0;0;0;;420;420;;2.331.238,01;2.256.238,01;75.000,00;75.000,00;2.406.238,01;2.331.238,01;0;;;400.000,00;50.000,00;340.800,00;160.000,00;972.475,00;0;974.000,00;;;0;21.675,00;500;;;;18;17;0;;;;;;0;0;0;0;0;0;0;130.000,00;205.000,00;60.000,00;;;;395.000,00;0;0;0;0;0;0;0;0;1,08;399,29;0,7;1,67;1,61;;57,49;22.857,14;98,81;67,65;0;239,35;32,35;17,48;2,14;0;17,04;24,5;285,2;14,04;26,32;216,09;99,34;2,32;25,19;0,69;139,17;67,65;3,12;41,71;17,16;24,02;0;0;41,13;57,59;35,04;5,14;0;93,77;3,12;3,12;93,82;100;2,77;0;2,32;2,71;32,35;19,21;289,86;67,65;17,04;;79,83;1,86;0;;;;;;;;;;;;;239,6;263,2
